ChipID,X_mm,Y_mm,Current_mA,OpticalOutput_mW,Voltage_V,Radius_mm,region
C1602,-42.47,26.8,10,1.66,1.574,50.21892969787388,Edge
C1603,16.48,-23.57,50,5.085,3.653,28.759960013880406,Mid
C1604,33.79,44.97,40,4.936,3.118,56.25002222221783,Edge
C1605,42.41,7.24,20,1.532,2.096,43.02354820328049,Edge
C1606,-11.18,-40.48,10,0.347,1.601,41.99550928373176,Edge
C1607,43.83,0.75,20,1.766,2.104,43.83641636812936,Edge
C1608,31.98,8.37,10,0.154,1.6,33.05718227556608,Mid
C1609,-7.6,45.87,50,,3.614,46.49534277752988,Edge
C1610,-9.37,41.21,30,2.44,2.617,42.26181491606815,Edge
C1611,-16.65,44.06,10,0.826,1.634,47.10102015880336,Edge
C1612,-43.09,14.7,30,4.065,2.625,45.52843177619893,Edge
C1613,-49.03,14.28,20,1.998,2.404,51.06720376131828,Edge
C1614,-25.45,18.46,20,3.249,2.098,31.440007951652937,Mid
C1615,-24.54,-45.1,30,3.627,2.61,51.34414864422236,Edge
C1616,22.97,-23.56,50,4.131,3.609,32.90432342413379,Mid
C1617,-34.26,-24.53,50,5.521,3.594,42.136308571112394,Edge
C1618,19.24,28.12,30,2.745,2.629,34.07215872233516,Mid
C1619,23.03,-32.94,20,0.934,2.1,40.192343798290736,Edge
C1620,-4.03,24.38,10,2.128,1.653,24.71083365651592,Mid
C1621,-38.23,-8.21,10,1.259,1.586,39.101624007194374,Mid
C1622,21.95,-22.91,20,0.798,2.111,31.728072743234815,Mid
C1623,41.36,40.39,10,1.865,1.625,57.810048434506605,Edge
C1624,-13.38,-19.78,20,3.328,2.094,23.880385256523816,Mid
C1625,25.87,27.35,30,3.439,2.583,37.646771441917835,Mid
C1626,24.19,25.83,20,2.28,2.098,35.38848682834574,Mid
C1627,-44.6,-12.35,10,1.69,1.602,46.278315656471335,Edge
C1628,-44.43,-17.41,10,0.236,1.598,47.71931474780416,Edge
C1629,17.66,-49.65,40,3.719,3.106,52.69723047751181,Edge
C1630,33.09,-3.69,50,5.614,3.599,33.2951077487369,Mid
C1631,42.06,-32.24,10,1.089,1.597,52.99491673736266,Edge
C1632,-35.83,-48.91,30,3.755,2.595,60.62983588960142,Edge
C1633,8.34,11.58,10,2.453,1.611,14.270669220467553,Center
C1634,-21.79,-37.44,50,5.348,3.595,43.31925322532695,Edge
C1635,-27.73,-19.38,10,1.346,1.599,33.83101092193374,Mid
C1636,23.84,21.44,10,0.207,1.616,32.0627384981383,Mid
C1637,-8.68,24.5,50,5.014,3.584,25.992160356538278,Mid
C1638,-6.23,45.2,30,2.424,2.597,45.62732624206683,Edge
C1639,34.44,40.81,40,3.579,3.106,53.4000908238928,Edge
C1640,-26.13,1.51,30,3.394,2.607,26.1735935629787,Mid
C1641,2.83,44.55,30,3.478,2.571,44.63979614648794,Edge
C1642,32.77,-15.77,30,2.326,2.601,36.36709776707512,Mid
C1643,-36.81,5.05,50,4.713,3.586,37.15479242305089,Mid
C1644,9.62,4.42,50,4.704,3.593,10.586821997181211,Center
C1645,33.72,-47.77,10,0.856,1.592,58.47231225118432,Edge
C1646,26.45,-46.46,10,0.428,1.595,53.461519806305546,Edge
C1647,38.45,-26.19,20,1.721,2.386,46.52223769338702,Edge
C1648,-46.74,43.13,10,1.302,1.601,63.598934739506454,Edge
C1649,19.15,40.43,10,1.473,1.604,44.73597433833313,Edge
C1650,-29.61,13.66,10,1.493,1.63,32.60901255788037,Mid
C1651,5.7,-43.34,20,1.134,2.093,43.71321996833453,Edge
C1652,27.48,45.25,20,1.657,2.402,52.94065451049883,Edge
C1653,-7.98,-43.39,10,0.273,1.57,44.117711862697504,Edge
C1654,20.42,0.57,50,3.678,3.586,20.427953886769963,Mid
C1655,34.04,12.05,40,4.523,3.07,36.10988922719093,Mid
C1656,44.57,20.97,20,2.37,2.41,49.256733549840675,Edge
C1657,4.51,42.55,10,1.072,1.59,42.78834654435714,Edge
C1658,-18.39,-15.64,20,1.18,2.113,24.14128621262753,Mid
C1659,-11.0,-12.59,50,5.07,3.594,16.718495745730237,Center
C1660,36.56,4.35,10,0.631,1.577,36.81787745104272,Mid
C1661,-25.97,-25.06,10,0.843,1.608,36.08939594950295,Mid
C1662,38.33,4.79,30,2.772,2.605,38.62813741303093,Mid
C1663,-44.22,-15.2,40,5.054,3.085,46.75947390636468,Edge
C1664,47.13,42.93,30,1.556,2.61,63.751249399521576,Edge
C1665,-38.09,-19.2,50,4.749,3.62,42.655458032941105,Edge
C1666,38.34,13.4,30,1.97,2.603,40.61422903367735,Edge
C1667,4.08,-11.45,40,,3.103,12.15520053310516,Center
C1668,6.13,48.59,40,3.941,3.079,48.975146758330396,Edge
C1669,48.07,39.18,40,4.803,3.114,62.01449266099014,Edge
C1670,45.14,-18.2,40,3.969,3.092,48.67093177657481,Edge
C1671,29.86,-49.44,30,2.604,2.578,57.75753803617325,Edge
C1672,15.16,-20.38,10,1.26,1.596,25.40019684963091,Mid
C1673,17.77,-0.64,20,2.348,2.239,17.781521307244777,Center
C1674,-36.65,-16.37,40,5.093,3.121,40.139748379879016,Edge
C1675,-3.26,15.86,40,4.296,3.11,16.191578057743474,Center
C1676,-7.08,-16.83,40,4.77,3.072,18.258567851833284,Center
C1677,-39.81,-17.18,10,2.546,1.599,43.35883416329364,Edge
C1678,-48.87,39.59,40,3.738,3.136,62.89391862493544,Edge
C1679,-48.37,-20.92,40,,3.112,52.700126185807186,Edge
C1680,23.75,9.22,30,2.127,2.604,25.476869901932616,Mid
C1681,-5.25,2.04,30,2.603,2.605,5.632415112542754,Center
C1682,-0.94,-24.11,50,4.049,3.589,24.128317388496033,Mid
C1683,-24.64,-35.02,20,1.857,2.103,42.819738439182466,Edge
C1684,4.08,-14.57,30,3.595,2.61,15.13047586826006,Center
C1685,-37.28,-18.12,40,3.59,3.107,41.45036549899169,Edge
C1686,-33.65,-14.04,30,3.122,2.602,36.46154275397573,Mid
C1687,31.76,31.28,30,3.461,2.611,44.577303642100205,Edge
C1688,-47.26,3.36,50,4.272,3.585,47.37929083470963,Edge
C1689,41.6,47.38,20,2.385,2.39,63.050966685690085,Edge
C1690,-16.18,-19.77,40,4.968,3.095,25.546923493837763,Mid
C1691,43.22,-25.19,30,,2.558,50.02503873061969,Edge
C1692,-43.63,-45.61,40,4.068,3.093,63.11773918638088,Edge
C1693,-18.73,36.27,20,2.921,2.103,40.82065408589137,Edge
C1694,9.32,-2.21,20,2.441,2.273,9.57843933007878,Center
C1695,43.78,-20.43,10,1.353,1.611,48.31224792948471,Edge
C1696,-41.0,-47.21,10,1.934,1.587,62.52826640808139,Edge
C1697,30.92,12.29,50,5.014,3.601,33.27296950979879,Mid
C1698,11.3,-20.16,30,3.193,2.574,23.110941131853547,Mid
C1699,14.0,15.12,40,3.938,3.12,20.60617383213099,Mid
C1700,49.23,-38.8,30,2.886,2.633,62.68199821320312,Edge
C1701,-17.89,1.8,10,-0.18,1.618,17.980325358569015,Center
C1702,-13.98,-36.3,10,0.931,1.63,38.89897685029774,Mid
C1703,3.59,15.41,30,3.609,2.596,15.822648324474637,Center
C1704,12.51,23.64,10,0.944,1.625,26.746022134141743,Mid
C1705,-18.83,30.13,50,5.311,3.632,35.53006895574507,Mid
C1706,20.63,29.33,40,3.627,3.101,35.858692112234095,Mid
C1707,-41.79,37.79,10,0.477,1.591,56.34259667427478,Edge
C1708,-30.52,36.17,20,1.609,2.394,47.32588403823007,Edge
C1709,-48.67,31.01,40,4.105,3.103,57.7095226110908,Edge
C1710,24.96,-25.05,40,3.846,3.051,35.362467391289314,Mid
C1711,44.79,37.55,30,,2.636,58.44781090853617,Edge
C1712,26.87,-1.43,20,2.062,2.088,26.908024825319306,Mid
C1713,-32.71,-36.48,10,,1.609,48.99729074142773,Edge
C1714,-21.61,30.96,40,4.846,3.134,37.755975685975855,Mid
C1715,17.12,31.05,40,4.196,3.119,35.45697251599465,Mid
C1716,-19.06,-6.16,50,4.689,3.578,20.03070642788217,Mid
C1717,-9.32,21.36,40,3.424,3.089,23.30476346157583,Mid
C1718,-24.42,-39.21,30,,2.61,46.19264551852384,Edge
C1719,3.42,-37.84,10,,1.62,37.994236405012806,Mid
C1720,36.95,-10.17,40,3.31,3.106,38.32403162507828,Mid
C1721,-26.03,-26.33,50,5.816,3.596,37.02471877003254,Mid
C1722,2.95,36.52,40,3.426,3.074,36.638953314744136,Mid
C1723,16.5,36.46,30,2.112,2.573,40.019765116752,Edge
C1724,-49.34,-36.01,10,1.392,1.585,61.083186721060976,Edge
C1725,-24.7,-18.9,50,5.983,3.594,31.101446911679204,Mid
C1726,6.73,-4.94,20,2.529,2.266,8.34844296860199,Center
C1727,32.52,-37.67,30,2.73,2.562,49.76524188628043,Edge
C1728,-27.2,-38.06,10,-0.321,1.612,46.78037622764486,Edge
C1729,39.88,-2.53,30,2.537,2.641,39.960171421053744,Mid
C1730,32.46,10.71,50,5.668,3.625,34.181218527138554,Mid
C1731,-10.59,-33.14,20,3.25,2.103,34.790914043755734,Mid
C1732,31.35,-34.66,10,0.146,1.601,46.734763292435744,Edge
C1733,34.92,19.97,50,5.471,3.608,40.226947435767485,Edge
C1734,-21.83,41.66,30,2.908,2.622,47.03301500010391,Edge
C1735,-38.48,-49.88,50,5.224,3.562,62.99781583515416,Edge
C1736,-39.91,26.51,50,4.066,3.617,47.912296960175055,Edge
C1737,38.08,-48.9,50,4.35,3.597,61.97819293912981,Edge
C1738,-0.56,44.09,10,2.193,1.598,44.09355621856781,Edge
C1739,17.15,-15.27,20,1.907,2.111,22.96291357820257,Mid
C1740,-10.99,26.95,30,2.992,2.583,29.10468347190878,Mid
C1741,28.03,2.25,40,3.119,3.108,28.120160027994153,Mid
C1742,32.42,-13.17,50,6.234,3.597,34.99293214350578,Mid
C1743,39.25,-11.35,20,3.294,2.09,40.85810813045558,Edge
C1744,14.18,18.55,50,4.663,3.607,23.34898070580384,Mid
C1745,39.21,38.3,10,0.609,1.591,54.8116237672266,Edge
C1746,36.69,30.82,40,4.061,3.076,47.91689159367498,Edge
C1747,-22.84,-15.54,20,0.97,2.094,27.62529999837106,Mid
C1748,8.85,26.24,50,3.461,3.588,27.6922389849575,Mid
C1749,-23.78,-33.06,50,5.12,3.626,40.72409606117735,Edge
C1750,13.78,-49.91,10,1.203,1.576,51.77737440233909,Edge
C1751,39.71,18.91,10,2.258,1.607,43.98263520981889,Edge
C1752,-1.69,-41.58,40,4.587,3.109,41.61433046439652,Edge
C1753,32.46,-9.63,10,-0.101,1.625,33.85835938139945,Mid
C1754,-48.29,31.9,20,2.274,2.399,57.87515961101101,Edge
C1755,36.71,-11.54,10,0.765,1.603,38.48110835202125,Mid
C1756,44.42,-44.72,10,-0.038,1.591,63.03185543834165,Edge
C1757,-18.66,-48.21,30,2.935,2.621,51.695258003031576,Edge
C1758,20.96,40.71,50,5.095,3.569,45.788925516985,Edge
C1759,31.92,31.95,40,4.299,3.096,45.162915096348684,Edge
C1760,-37.57,15.4,40,,3.105,40.60375475248564,Edge
C1761,-8.56,-49.15,20,,2.404,49.889839646966195,Edge
C1762,-29.34,26.42,50,6.333,3.569,39.482299831696736,Mid
C1763,24.66,-6.77,40,3.97,3.081,25.572416780586067,Mid
C1764,-9.41,-41.7,40,4.492,3.111,42.748545004479396,Edge
C1765,-49.99,25.56,50,4.593,3.59,56.14546909591192,Edge
C1766,-23.74,19.36,20,,2.089,30.63326949576228,Mid
C1767,-29.67,-28.74,20,2.062,2.087,41.30734196241632,Edge
C1768,-42.52,-17.53,50,5.071,3.569,45.99186123652749,Edge
C1769,3.08,46.18,10,-0.577,1.622,46.28259716135212,Edge
C1770,-16.31,-38.37,30,2.633,2.623,41.69260126209445,Edge
C1771,-28.11,31.57,50,4.944,3.575,42.27099478365751,Edge
C1772,43.67,15.07,10,0.759,1.587,46.197118957787836,Edge
C1773,-17.62,-27.55,40,3.916,3.084,32.70270478110335,Mid
C1774,-37.23,6.93,40,4.334,3.098,37.869483756713656,Mid
C1775,2.32,7.58,20,1.824,2.266,7.927092783612413,Center
C1776,39.23,-45.3,10,1.702,1.632,59.92564476082005,Edge
C1777,27.8,18.86,10,2.274,1.566,33.593743465115644,Mid
C1778,-35.18,-44.9,10,0.24,1.6,57.04070827049748,Edge
C1779,-20.1,6.12,40,,3.076,21.011054233426748,Mid
C1780,-26.28,-45.62,20,1.296,2.403,52.64810347961264,Edge
C1781,42.76,28.71,20,2.037,2.416,51.50419109159953,Edge
C1782,-22.07,46.81,50,5.113,3.597,51.75191783885888,Edge
C1783,-33.06,-43.2,40,3.493,3.117,54.3985624810068,Edge
C1784,-4.49,37.86,10,1.125,1.585,38.12531573639752,Mid
C1785,11.18,28.41,20,1.587,2.095,30.530648535529014,Mid
C1786,-34.15,-8.94,40,3.431,3.113,35.30079460862036,Mid
C1787,-47.55,-32.69,40,3.155,3.108,57.70302071815651,Edge
C1788,-40.52,24.2,30,1.8,2.567,47.19650834542742,Edge
C1789,15.09,23.49,10,2.004,1.601,27.919315894197695,Mid
C1790,-33.66,16.37,10,0.912,1.565,37.42956718958957,Mid
C1791,-24.12,-18.8,20,1.743,2.106,30.581275316768593,Mid
C1792,17.57,-4.56,30,3.076,2.605,18.152093543170167,Center
C1793,37.14,-48.77,10,2.475,1.575,61.301651690635545,Edge
C1794,45.27,-16.21,20,0.778,2.393,48.08468571177314,Edge
C1795,-11.64,-1.25,30,,2.586,11.706925300863588,Center
C1796,-27.36,-24.23,30,2.293,2.61,36.54671667879346,Mid
C1797,23.91,6.34,40,4.714,3.117,24.736283067591216,Mid
C1798,21.24,-23.23,20,1.266,2.096,31.476507112448164,Mid
C1799,47.44,14.81,20,1.957,2.412,49.697984868604074,Edge
C1800,-40.21,7.93,20,2.224,2.121,40.98449706901379,Edge
C1801,37.81,36.4,20,0.919,2.404,52.483865139678876,Edge
C1802,-32.43,-30.56,20,2.504,2.095,44.5602793976878,Edge
C1803,24.73,25.93,40,5.233,3.113,35.83207780746185,Mid
C1804,49.54,37.41,50,5.518,3.615,62.07833519030613,Edge
C1805,-26.82,-45.79,40,3.634,3.112,53.0663405559494,Edge
C1806,24.22,-8.27,20,2.433,2.103,25.59299318172847,Mid
C1807,27.42,-15.25,20,2.289,2.097,31.37545059437394,Mid
C1808,-21.9,-47.74,20,2.401,2.415,52.52349569478407,Edge
C1809,42.12,27.28,50,5.132,3.609,50.18259459214918,Edge
C1810,-43.03,37.85,50,5.646,3.57,57.30796977733551,Edge
C1811,-27.11,26.59,40,4.086,3.122,37.9734143842768,Mid
C1812,-20.54,22.46,40,4.072,3.114,30.43588671289207,Mid
C1813,-40.99,-14.58,40,3.614,3.112,43.50582144954857,Edge
C1814,-25.47,-25.51,30,2.512,2.62,36.04831480111102,Mid
C1815,28.72,-0.3,20,1.5,2.095,28.721566809629312,Mid
C1816,-23.28,-39.94,10,,1.618,46.229449488394295,Edge
C1817,0.66,13.92,50,5.324,3.595,13.935637767967421,Center
C1818,-36.46,11.0,20,2.751,2.084,38.083219401726005,Mid
C1819,9.17,40.22,40,3.594,3.095,41.25211873346628,Edge
C1820,11.09,40.62,30,3.432,2.596,42.106679992609244,Edge
C1821,-28.17,46.61,50,5.604,3.575,54.46137163164365,Edge
C1822,-42.53,-43.18,30,3.674,2.621,60.607865001169614,Edge
C1823,20.18,22.5,40,3.474,3.075,30.223871360234448,Mid
C1824,13.34,-18.66,20,2.034,2.1,22.937985962154567,Mid
C1825,-1.77,23.06,30,2.769,2.595,23.12782955661858,Mid
C1826,39.54,6.01,30,3.396,2.595,39.99414582160744,Mid
C1827,47.73,48.21,40,4.396,3.091,67.84067364052335,Edge
C1828,23.24,-2.78,30,3.227,2.621,23.4056830705707,Mid
C1829,46.23,-38.13,30,2.687,2.62,59.92586920521053,Edge
C1830,-35.29,12.81,10,1.169,1.64,37.54304462879909,Mid
C1831,-34.05,-5.94,50,5.095,3.576,34.564231511781074,Mid
C1832,49.91,-16.83,50,4.2,3.603,52.67121604823644,Edge
C1833,-12.35,10.47,10,1.818,1.61,16.190843091080833,Center
C1834,5.95,34.83,20,0.415,2.108,35.33456381505225,Mid
C1835,44.47,-25.74,50,,3.58,51.3821807633736,Edge
C1836,10.4,17.47,20,1.744,2.106,20.33127885795677,Mid
C1837,37.0,23.52,40,2.801,3.089,43.8427918819046,Edge
C1838,20.73,46.27,20,2.622,2.408,50.70153646587054,Edge
C1839,35.59,-28.32,30,1.025,2.589,45.48263954521549,Edge
C1840,-2.97,1.41,40,3.232,3.093,3.287704366271396,Center
C1841,44.94,20.05,10,1.266,1.621,49.20981711000357,Edge
C1842,-37.47,-45.1,20,2.33,2.399,58.63455380575519,Edge
C1843,30.77,37.0,20,2.258,2.397,48.122685918389884,Edge
C1844,-26.47,-15.89,20,1.824,2.103,30.873176059485683,Mid
C1845,11.88,17.58,10,0.785,1.587,21.2177001581227,Mid
C1846,27.63,-9.58,50,5.687,3.59,29.243688207885132,Mid
C1847,20.1,39.78,20,1.872,2.11,44.56970271383914,Edge
C1848,-6.04,30.71,50,5.503,3.607,31.29833382146724,Mid
C1849,43.03,-3.26,50,4.018,3.605,43.153313893604974,Edge
C1850,-33.82,44.86,20,2.825,2.409,56.180174439031425,Edge
C1851,22.0,26.91,40,3.861,3.097,34.758424878006196,Mid
C1852,-24.68,-6.72,10,1.178,1.613,25.578522240348445,Mid
C1853,18.8,38.69,10,-0.116,1.587,43.01576571444475,Edge
C1854,-30.94,2.92,30,2.996,2.606,31.077483810630486,Mid
C1855,-45.22,5.92,50,4.922,3.602,45.605863658086776,Edge
C1856,28.48,-39.03,50,6.119,3.63,48.316159822568686,Edge
C1857,31.74,39.35,10,0.76,1.576,50.55541612923387,Edge
C1858,-33.76,-10.8,10,1.493,1.585,35.44541719320003,Mid
C1859,30.71,-1.97,30,2.699,2.576,30.773121388640444,Mid
C1860,-17.2,48.78,50,4.321,3.62,51.723576829140505,Edge
C1861,7.11,32.58,40,4.338,3.113,33.346791449853164,Mid
C1862,10.19,-38.48,10,1.154,1.575,39.80636255675718,Mid
C1863,41.36,27.34,20,2.147,2.409,49.57948366007859,Edge
C1864,7.02,-26.45,10,1.706,1.63,27.365724912744408,Mid
C1865,36.9,-33.43,40,4.037,3.13,49.79131349944486,Edge
C1866,-7.85,32.05,50,5.213,3.59,32.9973483783167,Mid
C1867,15.32,3.73,50,5.466,3.589,15.767539440255097,Center
C1868,-30.85,-2.81,50,5.044,3.624,30.977711342189245,Mid
C1869,21.22,-39.17,10,-0.064,1.602,44.548594815100515,Edge
C1870,42.78,-40.57,50,6.489,3.596,58.95806390986733,Edge
C1871,-7.28,-9.94,30,3.666,2.6,12.320795428867408,Center
C1872,14.73,44.08,20,2.93,2.411,46.476007788965696,Edge
C1873,4.43,-28.04,50,5.758,3.576,28.387787867320693,Mid
C1874,-48.55,22.08,30,2.397,2.575,53.33506257613278,Edge
C1875,40.78,3.5,30,3.099,2.585,40.92992059606273,Edge
C1876,30.93,5.21,30,1.749,2.586,31.365729706161787,Mid
C1877,-8.45,45.12,20,1.606,2.396,45.904432247877764,Edge
C1878,-40.9,35.99,20,1.018,2.387,54.48018079999368,Edge
C1879,-14.84,34.94,50,5.772,3.607,37.960890400516156,Mid
C1880,2.56,-44.81,50,4.413,3.63,44.88306696294272,Edge
C1881,-25.58,48.82,50,5.122,3.601,55.115594889287,Edge
C1882,33.25,44.41,20,1.999,2.401,55.47801907061931,Edge
C1883,-20.45,-39.13,30,3.168,2.596,44.15155036915465,Edge
C1884,-29.51,5.05,30,2.628,2.599,29.938981278593968,Mid
C1885,-32.71,-47.36,40,5.08,3.095,57.55791604983627,Edge
C1886,22.63,-39.34,20,2.628,2.41,45.38449625147337,Edge
C1887,4.66,36.71,20,2.189,2.098,37.00459025580475,Mid
C1888,19.6,-45.7,30,5.016,2.604,49.72574785762403,Edge
C1889,-20.97,-24.14,20,,2.104,31.976248998279956,Mid
C1890,-10.0,-0.84,30,2.934,2.636,10.035217984677763,Center
C1891,39.56,-23.88,50,4.211,3.579,46.20874376132725,Edge
C1892,-16.96,43.37,40,3.739,3.095,46.568213407860085,Edge
C1893,40.29,-17.56,30,1.712,2.586,43.95040045323819,Edge
C1894,46.63,21.47,20,0.648,2.392,51.33534649732093,Edge
C1895,-48.05,27.32,30,3.391,2.571,55.2737270319272,Edge
C1896,-0.58,-45.12,40,4.277,3.106,45.123727682894284,Edge
C1897,12.21,-11.5,30,4.704,2.575,16.77301702139481,Center
C1898,-48.75,-30.33,10,-0.004,1.592,57.41490573013248,Edge
C1899,-14.98,-24.35,40,2.196,3.122,28.588859718428786,Mid
C1900,-47.2,-8.9,10,1.411,1.603,48.03176032585106,Edge
C1901,11.65,-44.43,40,3.053,3.117,45.93198667595382,Edge
C1902,-3.68,11.2,50,5.093,3.598,11.789079692664732,Center
C1903,-23.71,-30.84,20,1.353,2.095,38.90076734461674,Mid
C1904,27.76,-41.53,30,3.416,2.643,49.95356343645567,Edge
C1905,4.29,-5.4,50,4.256,3.596,6.896673111000695,Center
C1906,-16.76,-15.95,30,3.449,2.626,23.136553330174312,Mid
C1907,43.53,47.5,10,0.884,1.587,64.42911531287699,Edge
C1908,47.58,30.09,10,1.134,1.559,56.29622100993991,Edge
C1909,-31.76,-22.96,40,4.491,3.104,39.190039550885885,Mid
C1910,47.84,9.15,10,0.014,1.606,48.707166823784775,Edge
C1911,8.76,3.46,50,,3.621,9.418556152617024,Center
C1912,37.54,-31.53,10,0.553,1.614,49.024407186624906,Edge
C1913,-20.85,26.46,50,,3.593,33.68759563993845,Mid
C1914,-45.34,20.08,50,4.192,3.587,49.587518590871234,Edge
C1915,-48.74,-37.2,30,,2.631,61.31417128201278,Edge
C1916,-6.91,22.48,20,2.73,2.104,23.51804626239178,Mid
C1917,-49.55,12.87,40,4.282,3.109,51.1941344296395,Edge
C1918,-5.45,-49.02,20,2.269,2.399,49.32203260207349,Edge
C1919,24.4,-44.84,40,3.913,3.091,51.04885503123454,Edge
C1920,16.83,4.73,10,0.557,1.586,17.48204221479859,Center
C1921,23.2,-40.93,50,5.599,3.571,47.04790005940754,Edge
C1922,9.46,10.7,50,3.652,3.588,14.282212713721918,Center
C1923,45.4,-32.71,50,3.764,3.579,55.95626953255551,Edge
C1924,-25.99,18.69,50,5.655,3.618,32.012438207671714,Mid
C1925,40.38,-13.02,40,2.21,3.107,42.42717053964358,Edge
C1926,48.17,24.15,20,1.097,2.416,53.88479748500499,Edge
C1927,-49.65,-30.84,50,4.794,3.6,58.448508107564216,Edge
C1928,-6.89,15.35,40,3.914,3.116,16.825415299480724,Center
C1929,17.61,47.26,30,2.526,2.599,50.434310741795606,Edge
C1930,11.45,-1.12,50,,3.582,11.504646887236479,Center
C1931,48.92,-22.08,40,3.928,3.09,53.67208585475321,Edge
C1932,16.04,-18.52,20,,2.107,24.50044897547798,Mid
C1933,11.74,-31.0,40,3.389,3.152,33.14856859654727,Mid
C1934,42.63,7.32,20,2.535,2.103,43.253893466369014,Edge
C1935,40.21,1.32,10,-0.09,1.616,40.23166041813338,Edge
C1936,33.42,4.99,40,4.226,3.09,33.79047942838338,Mid
C1937,-9.26,18.33,40,4.399,3.074,20.536224093050794,Mid
C1938,19.75,-48.21,30,2.705,2.587,52.09862378220753,Edge
C1939,45.6,-37.41,20,1.406,2.389,58.9819302837742,Edge
C1940,-26.01,-28.66,30,2.594,2.618,38.70291591081995,Mid
C1941,-1.2,-49.31,10,1.556,1.596,49.324599339477665,Edge
C1942,25.76,-31.45,20,2.142,2.114,40.65316838820807,Edge
C1943,9.78,34.55,10,1.063,1.575,35.90753263592473,Mid
C1944,28.37,15.0,50,4.86,3.594,32.091383578773915,Mid
C1945,-23.6,-33.89,50,5.05,3.579,41.29760404672407,Edge
C1946,-36.92,-46.43,40,4.899,3.082,59.319737861861796,Edge
C1947,-2.88,-25.07,10,0.778,1.605,25.234882603253777,Mid
C1948,16.48,21.34,30,2.728,2.616,26.9626779085461,Mid
C1949,9.75,-5.4,30,3.116,2.604,11.145514792955954,Center
C1950,11.07,3.55,50,4.893,3.61,11.625291394197395,Center
C1951,-40.73,3.56,30,1.81,2.629,40.885284638852646,Edge
C1952,-0.87,-26.44,30,4.164,2.612,26.45430966780271,Mid
C1953,-29.75,-33.12,50,5.759,3.614,44.519623763010394,Edge
C1954,21.07,-34.2,40,3.711,3.098,40.16945232387417,Edge
C1955,5.84,46.43,40,4.369,3.073,46.795838490190555,Edge
C1956,10.08,43.95,20,1.958,2.403,45.09111775061692,Edge
C1957,9.56,24.78,10,-0.327,1.631,26.56015813205938,Mid
C1958,-19.38,14.73,10,-0.628,1.621,24.3424998716237,Mid
C1959,-41.66,-27.5,20,3.697,2.394,49.91798874153485,Edge
C1960,-8.69,-38.32,10,,1.627,39.29298283408884,Mid
C1961,-20.23,43.46,50,5.668,3.609,47.93771479743272,Edge
C1962,6.97,-21.94,50,4.637,3.61,23.02052345191134,Mid
C1963,-27.69,-31.06,30,3.031,2.567,41.61081229680574,Edge
C1964,-27.63,42.48,30,2.409,2.576,50.675115194738325,Edge
C1965,-17.48,-34.37,20,2.273,2.117,38.559658971521,Mid
C1966,-32.67,-20.19,10,0.738,1.607,38.405273075451504,Mid
C1967,-9.8,-32.19,40,3.483,3.089,33.64871617164613,Mid
C1968,32.4,-48.52,30,3.271,2.596,58.343383515185344,Edge
C1969,35.2,-31.59,40,5.655,3.125,47.29659712918045,Edge
C1970,-39.18,-4.58,10,1.92,1.61,39.4467844063366,Mid
C1971,-16.93,3.07,10,-0.001,1.605,17.206097756318833,Center
C1972,11.32,-33.22,50,5.83,3.573,35.095737632937706,Mid
C1973,-27.31,21.66,50,,3.632,34.85673105728648,Mid
C1974,41.95,3.55,40,3.664,3.083,42.09994061753532,Edge
C1975,20.66,10.05,10,0.103,1.618,22.974727419492925,Mid
C1976,-27.97,-18.07,40,4.346,3.128,33.29933632972285,Mid
C1977,-39.33,-30.14,20,1.718,2.395,49.55066598946981,Edge
C1978,-42.62,29.67,40,,3.093,51.9304660098482,Edge
C1979,-31.2,-14.7,40,4.406,3.105,34.48956363887488,Mid
C1980,-10.45,2.19,20,2.746,2.246,10.677012690823215,Center
C1981,25.08,24.15,40,4.011,3.11,34.817077706206184,Mid
C1982,-35.9,37.53,10,0.948,1.578,51.935641904187534,Edge
C1983,-46.35,-5.15,20,3.001,2.399,46.6352334614077,Edge
C1984,39.17,47.25,30,3.156,2.574,61.37468044723329,Edge
C1985,-16.46,2.76,50,5.244,3.581,16.689793288114746,Center
C1986,-16.96,29.36,40,2.944,3.085,33.90650675017997,Mid
C1987,2.51,-42.29,30,2.585,2.57,42.36442139342871,Edge
C1988,-8.02,-40.71,50,5.325,3.581,41.492463171038665,Edge
C1989,-20.48,11.43,40,3.541,3.112,23.453684145566555,Mid
C1990,21.56,-11.46,10,0.222,1.599,24.41649442487598,Mid
C1991,29.22,26.4,50,5.496,3.604,39.37979685066951,Mid
C1992,32.63,7.18,50,4.681,3.575,33.410616576172316,Mid
C1993,27.0,11.79,10,2.221,1.622,29.461909306764216,Mid
C1994,19.04,-33.25,40,3.379,3.134,38.31558560168433,Mid
C1995,-30.7,5.18,50,6.865,3.58,31.133942891962786,Mid
C1996,23.17,4.47,20,2.218,2.089,23.5972413641934,Mid
C1997,-22.53,23.75,50,,3.614,32.736270404552805,Mid
C1998,22.18,20.31,10,1.097,1.601,30.074050275943875,Mid
C1999,-40.21,12.29,40,2.759,3.091,42.04626261631348,Edge
